[Header];World 1;Level custom;178;20;163;100;400;8000;150000;
==========================================================
[Block];0;0;0;0;-1;
[Block];1;0;128;0;-1;
[Block];2;0;256;0;-1;
[Block];3;0;-512;480;-1;
[Block];4;0;-512;384;-1;
[Block];5;0;-512;288;-1;
[Block];6;0;-512;192;-1;
[Block];7;0;-512;96;-1;
[Block];8;0;-512;0;-1;
[Block];9;0;-640;0;-1;
[Block];10;0;-640;96;-1;
[Block];11;0;-640;192;-1;
[Block];12;0;-640;288;-1;
[Block];13;0;-640;384;-1;
[Block];14;0;-640;480;-1;
[Block];15;0;384;0;-1;
[Block];16;0;512;0;-1;
[Block];17;0;640;0;-1;
[Block];18;0;768;0;-1;
[Block];19;0;896;0;-1;
[Block];20;0;-384;288;-1;
[Block];21;0;-384;480;-1;
[Block];22;1;-288;64;-1;
[Block];23;1;-192;64;-1;
[Block];24;0;-384;0;-1;
[Block];25;0;-384;192;-1;
[Block];26;0;-384;384;-1;
[Block];27;0;2688;0;-1;
[Block];28;0;-384;96;-1;
[Block];29;0;7808;0;-1;
[Block];30;1;-96;64;-1;
[Block];31;0;2560;0;-1;
[Block];32;0;2816;0;-1;
[Block];33;0;2432;0;-1;
[Block];34;0;1920;0;-1;
[Block];35;0;1792;0;-1;
[Block];36;0;2048;0;-1;
[Block];37;0;7680;0;-1;
[Block];38;0;2304;0;-1;
[Block];39;3;-256;544;-1;
[Block];40;3;-224;544;-1;
[Block];41;3;-192;544;-1;
[Block];42;5;288;224;1;
[Block];43;5;320;224;1;
[Block];44;5;352;224;1;
[Block];45;5;320;352;1;
[Block];46;5;320;480;0;
[Block];47;1;1056;224;-1;
[Block];48;3;1184;352;-1;
[Block];49;3;1312;352;-1;
[Block];50;3;1376;352;-1;
[Block];51;3;1504;352;-1;
[Block];52;3;1696;352;-1;
[Block];53;4;1376;480;-1;
[Block];54;4;1472;544;-1;
[Block];55;4;1600;576;-1;
[Block];56;4;1760;640;-1;
[Block];57;3;992;96;-1;
[Block];58;0;8448;0;-1;
[Block];59;0;8320;0;-1;
[Block];60;0;8192;0;-1;
[Block];61;0;8064;0;-1;
[Block];62;0;7936;0;-1;
[Block];63;4;2528;192;-1;
[Block];64;4;2464;192;-1;
[Block];65;5;2496;192;0;
[Block];66;1;2976;160;-1;
[Block];67;1;3072;160;-1;
[Block];68;1;3264;160;-1;
[Block];69;1;3360;160;-1;
[Block];70;1;3456;160;-1;
[Block];71;1;3552;160;-1;
[Block];72;0;3968;0;-1;
[Block];73;1;3648;256;-1;
[Block];74;1;3744;256;-1;
[Block];75;1;3840;256;-1;
[Block];76;0;4096;0;-1;
[Block];77;0;4224;0;-1;
[Block];78;0;4352;0;-1;
[Block];79;0;4480;0;-1;
[Block];80;0;7552;0;-1;
[Block];81;3;7552;192;-1;
[Block];82;3;7456;256;-1;
[Block];83;3;7360;352;-1;
[Block];84;3;7296;288;-1;
[Block];85;3;7232;192;-1;
[Block];86;3;7136;288;-1;
[Block];87;3;7072;384;-1;
[Block];88;3;6976;288;-1;
[Block];89;3;6912;192;-1;
[Block];90;3;6848;96;-1;
[Block];91;3;6720;192;-1;
[Block];92;3;6624;288;-1;
[Block];93;3;6496;384;-1;
[Block];94;3;6400;288;-1;
[Block];95;3;6304;192;-1;
[Block];96;3;6208;96;-1;
[Block];97;3;6048;96;-1;
[Block];98;3;5888;96;-1;
[Block];99;3;5728;96;-1;
[Block];100;3;5696;320;-1;
[Block];101;3;5728;320;-1;
[Block];102;3;5760;320;-1;
[Block];103;3;5824;320;-1;
[Block];104;3;5792;320;-1;
[Block];105;3;5856;320;-1;
[Block];106;3;5888;320;-1;
[Block];107;3;5664;320;-1;
[Block];108;3;5632;320;-1;
[Block];109;3;5600;320;-1;
[Block];110;3;5568;320;-1;
[Block];111;3;5504;320;-1;
[Block];112;3;5472;320;-1;
[Block];113;3;5536;320;-1;
[Block];114;3;5888;352;-1;
[Block];115;5;4160;192;0;
[Block];116;3;5536;96;-1;
[Block];117;3;5376;96;-1;
[Block];118;3;5216;160;-1;
[Block];119;3;5376;256;-1;
[Block];120;3;5024;128;-1;
[Block];121;3;4896;128;-1;
[Block];122;3;4736;128;-1;
[Block];123;5;4192;192;0;
[Block];124;5;4256;192;0;
[Block];125;5;4224;192;0;
[Block];126;5;4288;192;1;
[Block];127;3;5472;352;-1;
[Block];128;3;5984;448;-1;
[Block];129;3;6080;544;-1;
[Block];130;3;6176;640;-1;
[Block];131;3;6272;736;-1;
[Block];132;3;6368;832;-1;
[Block];133;3;6464;928;-1;
[Block];134;3;6560;1024;-1;
[Block];135;3;6624;1120;-1;
[Block];136;3;6656;1120;-1;
[Block];137;3;6688;1120;-1;
[Block];138;3;6752;1120;-1;
[Block];139;3;6720;1120;-1;
[Block];140;3;6816;1120;-1;
[Block];141;3;6784;1120;-1;
[Block];142;3;6944;1120;-1;
[Block];143;3;6976;1120;-1;
[Block];144;3;6976;1152;-1;
[Block];145;3;6976;1216;-1;
[Block];146;3;6976;1184;-1;
[Block];147;3;6976;1248;-1;
[Block];148;3;6976;1280;-1;
[Block];149;3;6976;1312;-1;
[Block];150;3;6976;1344;-1;
[Block];151;3;6976;1376;-1;
[Block];152;3;6464;1184;-1;
[Block];153;3;6464;1216;-1;
[Block];154;3;6464;1280;-1;
[Block];155;3;6464;1312;-1;
[Block];156;3;6464;1248;-1;
[Block];157;3;6464;1344;-1;
[Block];158;3;6496;1408;-1;
[Block];159;3;6464;1376;-1;
[Block];160;3;6464;1408;-1;
[Block];161;3;6528;1408;-1;
[Block];162;3;6560;1408;-1;
[Block];163;3;6592;1408;-1;
[Block];164;3;6624;1408;-1;
[Block];165;3;6656;1408;-1;
[Block];166;3;6688;1408;-1;
[Block];167;3;6720;1408;-1;
[Block];168;3;6784;1408;-1;
[Block];169;3;6816;1408;-1;
[Block];170;3;6752;1408;-1;
[Block];171;3;6848;1408;-1;
[Block];172;3;6880;1408;-1;
[Block];173;3;6912;1408;-1;
[Block];174;3;6944;1408;-1;
[Block];175;3;6976;1408;-1;
[Block];176;4;6816;1152;-1;
[Block];177;4;6624;1152;-1;
==========================================================
[Enemy];0;0;984;132;
[Enemy];1;0;599;97;
[Enemy];2;0;711;100;
[Enemy];3;0;935;102;
[Enemy];4;1;644;106;
[Enemy];5;1;2098;101;
[Enemy];6;0;2725;105;
[Enemy];7;1;2676;101;
[Enemy];8;0;5815;372;
[Enemy];9;1;5726;362;
[Enemy];10;1;5769;364;
[Enemy];11;0;3893;296;
[Enemy];12;0;3853;296;
[Enemy];13;0;3518;196;
[Enemy];14;0;3358;198;
[Enemy];15;0;2994;203;
[Enemy];16;0;3111;196;
[Enemy];17;1;6763;1150;
[Enemy];18;1;6698;1154;
[Enemy];19;1;6755;1155;
==========================================================
[Bonus];0;0;1920;672;
[Bonus];1;0;1920;640;
[Bonus];2;0;1920;608;
[Bonus];3;0;1920;576;
[Bonus];4;0;1920;544;
[Bonus];5;0;1920;512;
[Bonus];6;0;1920;480;
[Bonus];7;0;1920;448;
[Bonus];8;0;1920;416;
[Bonus];9;0;1952;416;
[Bonus];10;0;1952;448;
[Bonus];11;0;1952;480;
[Bonus];12;0;1952;512;
[Bonus];13;0;1952;544;
[Bonus];14;0;1952;576;
[Bonus];15;0;1952;608;
[Bonus];16;0;1952;640;
[Bonus];17;0;1952;672;
[Bonus];18;0;1984;672;
[Bonus];19;0;1984;640;
[Bonus];20;0;1984;608;
[Bonus];21;0;1984;576;
[Bonus];22;0;1984;544;
[Bonus];23;0;1984;480;
[Bonus];24;0;1984;448;
[Bonus];25;0;1984;416;
[Bonus];26;0;1984;512;
[Bonus];27;0;1920;704;
[Bonus];28;0;1952;704;
[Bonus];29;0;1984;704;
[Bonus];30;0;1984;736;
[Bonus];31;0;1952;736;
[Bonus];32;0;1920;736;
[Bonus];33;0;1920;768;
[Bonus];34;0;1952;768;
[Bonus];35;0;1984;768;
[Bonus];36;0;2016;768;
[Bonus];37;0;2016;736;
[Bonus];38;0;2016;704;
[Bonus];39;0;2016;672;
[Bonus];40;0;2016;640;
[Bonus];41;0;2016;608;
[Bonus];42;0;2016;576;
[Bonus];43;0;2016;544;
[Bonus];44;0;2016;512;
[Bonus];45;0;2016;480;
[Bonus];46;0;2016;448;
[Bonus];47;0;2016;416;
[Bonus];48;0;3264;224;
[Bonus];49;0;3648;320;
[Bonus];50;0;2976;224;
[Bonus];51;0;3136;224;
[Bonus];52;0;3616;224;
[Bonus];53;0;3904;320;
[Bonus];54;0;5024;160;
[Bonus];55;0;5216;192;
[Bonus];56;0;4736;160;
[Bonus];57;0;4896;160;
[Bonus];58;0;6944;1376;
[Bonus];59;0;6912;1376;
[Bonus];60;0;6880;1376;
[Bonus];61;0;6848;1376;
[Bonus];62;0;6816;1376;
[Bonus];63;0;6784;1376;
[Bonus];64;0;6752;1376;
[Bonus];65;0;6720;1376;
[Bonus];66;0;6688;1376;
[Bonus];67;0;6656;1376;
[Bonus];68;0;6624;1376;
[Bonus];69;0;6592;1376;
[Bonus];70;0;6560;1376;
[Bonus];71;0;6528;1376;
[Bonus];72;0;6496;1376;
[Bonus];73;0;6496;1344;
[Bonus];74;0;6496;1312;
[Bonus];75;0;6496;1280;
[Bonus];76;0;6496;1248;
[Bonus];77;0;6496;1216;
[Bonus];78;0;6496;1184;
[Bonus];79;0;6528;1184;
[Bonus];80;0;6560;1184;
[Bonus];81;0;6592;1184;
[Bonus];82;0;6624;1184;
[Bonus];83;0;6656;1184;
[Bonus];84;0;6688;1184;
[Bonus];85;0;6720;1184;
[Bonus];86;0;6752;1184;
[Bonus];87;0;6784;1184;
[Bonus];88;0;6816;1184;
[Bonus];89;0;6848;1184;
[Bonus];90;0;6880;1184;
